id,RestID,Restaurant_Name,Address,Locality,City,Country_Code,Longitude,Latitude,Cuisines,Table_booking,Online_delivery,delv_now,order_menu,avg_cost,Currency,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
350,17534788,The Artesian Restaurant,Ojo Caliente Mineral Springs Resort And Spa 50 Los Banos Rd-Ojo Caliente-NM 87549,Ojo Caliente,Ojo Caliente,216,-106.057666,36.313638,American- International- Southwestern,No,No,No,No,40,Dollar($),3,3.6,Yellow,Good,30
351,17061237,Ceví_che Tapas Bar & Restaurant,125 West Church Street-Orlando-FL 32801,Church Street District,Orlando,216,-81.381077,28.540432,Spanish- Tapas,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,981
352,17057397,'Ohana,1600 Seven Seas Drive-Lake Buena Vista-FL 32830,Disney World Area,Orlando,216,-81.585226,28.405437,Hawaiian,No,No,No,No,45,Dollar($),3,4.5,Dark Green,Excellent,1151
353,17058534,Earl of Sandwich,1750 E Buena Vista Drive-Lake Buena Vista-FL 32830,Disney: Downtown Disney,Orlando,216,-81.514608,28.372858,American- Sandwich- Salad,No,No,No,No,35,Dollar($),3,4.7,Dark Green,Excellent,1341
354,17060320,Raglan Road Irish Pub and Restaurant,1640 E Buena Vista Drive-Lake Buena Vista-FL 32830,Disney: Downtown Disney,Orlando,216,-81.517725,28.371338,Irish,No,No,No,No,50,Dollar($),4,4.3,Green,Very Good,782
355,17057925,Cafí© Tu Tu Tango,8625 International Drive-Orlando-FL 32819,I-Drive/Universal,Orlando,216,-81.469986,28.440344,New American- Tapas,No,No,No,No,40,Dollar($),3,4.6,Dark Green,Excellent,1293
356,17060869,Texas de Brazil,5259 International Drive-Orlando-FL 32819,I-Drive/Universal,Orlando,216,-81.4510725,28.4676808,Brazilian- Steak,No,No,No,No,100,Dollar($),4,4.6,Dark Green,Excellent,2324
357,17057591,Bahama Breeze Island Grille,8849 International Drive-Orlando-FL 32819,I-Drive/Universal,Orlando,216,-81.471526,28.437065,Caribbean,No,No,No,No,45,Dollar($),3,4.3,Green,Very Good,910
358,17059541,Maggiano's Little Italy,9101 International Drive-Orlando-FL 32819,I-Drive/Universal,Orlando,216,-81.471447,28.433235,Italian,No,No,No,No,50,Dollar($),4,4.4,Green,Very Good,886
359,17064266,Hawkers Asian Street Fare,1103 N Mills Avenue-Orlando-FL 32803,Mills 50,Orlando,216,-81.364347,28.560505,Asian- Thai,No,No,No,No,35,Dollar($),3,4.6,Dark Green,Excellent,1293
360,17064405,Tako Cheena by Pom Pom,932 North Mills Avenue-Orlando-FL 32803,Mills 50,Orlando,216,-81.364547,28.557845,Asian- Latin American- Vegetarian,No,No,No,No,10,Dollar($),1,4.4,Green,Very Good,570
361,17060516,Seasons 52 Fresh Grill,7700 West Sand Lake Road-Orlando-FL 32819,Restaurant Row,Orlando,216,-81.487978,28.448175,American,No,No,No,No,60,Dollar($),4,4.4,Green,Very Good,1685
362,17059012,Hollerbach's Willow Tree Cafí©,205 East 1st Street-Sanford-FL 32771,Sanford,Orlando,216,-81.266871,28.811653,German,No,No,No,No,40,Dollar($),3,4.8,Dark Green,Excellent,1699
363,17061296,Pom Pom's Teahouse and Sandwicheria,67 North Bumby Avenue-Orlando-FL 32803,The Milk District,Orlando,216,-81.351467,28.543571,American- Sandwich- Tea,No,No,No,No,25,Dollar($),2,4.9,Dark Green,Excellent,1457
364,17061205,Yellow Dog Eats,1236 Hempel Avenue-Gotha-FL 34786,Windermere,Orlando,216,-81.522987,28.527592,American- BBQ- Sandwich,No,No,No,No,35,Dollar($),3,4.9,Dark Green,Excellent,1252
365,17064031,Tibby's New Orleans Kitchen,2203 Aloma Avenue-Winter Park-FL 32792,Winter Park,Orlando,216,-81.322631,28.601088,Cajun,No,No,No,No,25,Dollar($),2,4.7,Dark Green,Excellent,1412
366,17066603,The Coop,610 W Morse Boulevard-Winter Park-FL 32789,Winter Park,Orlando,216,-81.357219,28.597366,Southern- Cajun- Soul Food,No,No,No,No,25,Dollar($),2,3.6,Yellow,Good,432
367,17057797,Bosphorous Turkish Cuisine,108 S Park Ave-Winter Park-FL 32789,Winter Park,Orlando,216,-81.3508344,28.5976271,Mediterranean- Turkish,No,No,No,No,40,Dollar($),3,4.2,Green,Very Good,568
368,17061253,Ethos Vegan Kitchen,601-B South New York Avenue-Winter Park-FL 32789,Winter Park,Orlando,216,-81.352921,28.592857,American- Breakfast- Vegetarian,No,No,No,No,25,Dollar($),2,4.4,Green,Very Good,797
369,17059060,Hillstone,215 South Orlando Avenue-Winter Park-FL 32789,Winter Park,Orlando,216,-81.36526,28.596682,,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,1158
370,17061231,The Ravenous Pig,565 W Fairbanks Avenue-Winter Park-FL 32789,Winter Park,Orlando,216,-81.356024,28.593297,Pub Food,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,1998
371,16613649,Vivo Bar and Grill,49 Williams Esplanade-Palm Cove-QLD,Palm Cove,Palm Cove,14,145.670768,-16.748083,Mediterranean- Seafood,No,No,No,No,30,Dollar($),3,4.4,Green,Very Good,381
372,18255631,Pier 70,70 The Esplanade-Paynesville,Paynesville,Paynesville,14,147.7227832,-37.9194154,Modern Australian,No,No,No,No,120,Dollar($),4,2.6,Orange,Average,16
373,16608483,DiVine,39 Church St-Penola-SA,Penola,Penola,14,140.837409,-37.379153,Cafe- Coffee and Tea- Sandwich,No,No,No,No,20,Dollar($),2,3.4,Orange,Average,19
374,17580453,Cactus Flower Cafe Navarre,8725 Ortega Park Dr-Navarre-FL 32566,Navarre,Pensacola,216,-86.8573393,30.4025979,Mexican- Southwestern- Tex-Mex,No,No,No,No,25,Dollar($),2,4.2,Green,Very Good,635
375,17580142,McGuire's Irish Pub & Brewery,600 E Gregory Street-Pensacola-FL 32502,Pensacola,Pensacola,216,-87.2027,30.4179,Burger- Bar Food- Steak,No,No,No,No,40,Dollar($),3,4.9,Dark Green,Excellent,2238
376,17580160,New Yorker Deli & Pizzeria,3001 E Cervantes St-Pensacola-FL 32503,Pensacola,Pensacola,216,-87.1819,30.4251,Italian- Pizza- Sandwich,No,No,No,No,10,Dollar($),1,4.6,Dark Green,Excellent,792
377,17580349,Tu-Do Vietnamese Restaurant,7130 N Davis Hwy-Pensacola-FL 32504,Pensacola,Pensacola,216,-87.2216,30.4982,Asian- Vietnamese,No,No,No,No,10,Dollar($),1,4.5,Dark Green,Excellent,828
378,17580412,Carrabba's Italian Grill,311 N 9th Avenue-Pensacola-FL 32502,Pensacola,Pensacola,216,-87.205855,30.417318,Italian- Pizza- Seafood,No,No,No,No,40,Dollar($),3,3.7,Yellow,Good,292
379,17580590,Jaco's Bayfront Bar and Grille,997 South Palafox-Pensacola-FL 32502,Pensacola,Pensacola,216,-87.213274,30.403034,Tapas,No,No,No,No,25,Dollar($),2,3.9,Yellow,Good,502
380,17580704,The Tin Cow,102 S Palafox Pl-Pensacola-FL,Pensacola,Pensacola,216,-87.2150874,30.4116106,Burger- Bar Food,No,No,No,No,25,Dollar($),2,3.7,Yellow,Good,559
381,17579928,Cactus Flower Cafe,3425 N 12th Ave-Pensacola-FL 32503,Pensacola,Pensacola,216,-87.2080932,30.4473322,Latin American- Mexican- Southwestern,No,No,No,No,25,Dollar($),2,4.2,Green,Very Good,1268
382,17579992,Dharma Blue,300 S Alcaniz Street-Pensacola-FL 32502,Pensacola,Pensacola,216,-87.2092,30.4101,Seafood- Sushi,No,No,No,No,40,Dollar($),3,4.1,Green,Very Good,669
383,17580030,Global Grill,27 South Palafox Pl-Pensacola-FL 32501,Pensacola,Pensacola,216,-87.2153054,30.411878,European- International- Tapas,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,900
384,17580074,Ichiban,5555 N Davis Hwy Ste I-Pensacola-FL 32503,Pensacola,Pensacola,216,-87.2252,30.4767,Japanese- Sushi,No,No,No,No,25,Dollar($),2,4.3,Green,Very Good,765
385,17580020,The Fish House,600 S Barracks St-Pensacola-FL 32502,Pensacola,Pensacola,216,-87.211082,30.407358,American- Seafood- Sushi,No,No,No,No,40,Dollar($),3,4,Green,Very Good,1270
386,17580350,Tuscan Oven,4801 N 9th Ave-Pensacola-FL 32503,Pensacola,Pensacola,216,-87.214,30.4692,Italian- Mediterranean- Pizza,No,No,No,No,25,Dollar($),2,4.1,Green,Very Good,502
387,17580408,Flounders Chowder House,800 Quietwater Beach Rd-Pensacola Beach-FL 32561,Pensacola Beach,Pensacola,216,-87.143,30.3359,Seafood,No,No,No,No,40,Dollar($),3,3.9,Yellow,Good,724
388,17579653,Hemingway's Island Grill,400 Quietwater Beach Rd-Pensacola Beach-FL 32561,Pensacola Beach,Pensacola,216,-87.142602,30.335521,Caribbean- Seafood- Steak,No,No,No,No,40,Dollar($),3,3.5,Yellow,Good,479
389,17580476,Native Cafe,45 A Via De Luna Dr-Pensacola Beach-FL 32561,Pensacola Beach,Pensacola,216,-87.132932,30.334776,Breakfast- Burger,No,No,No,No,25,Dollar($),2,4.2,Green,Very Good,591
390,17580422,Peg Leg Pete's,1010 Fort Pickens Rd-Pensacola Beach-FL 32561,Pensacola Beach,Pensacola,216,-87.164376,30.327864,Burger- Sandwich- Seafood,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,1408
391,17580539,The Grand Marlin,400 Pensacola Beach Boulevard-Pensacola Beach-FL 32561,Pensacola Beach,Pensacola,216,-87.149178,30.34262,Caribbean- Seafood,No,No,No,No,40,Dollar($),3,4.3,Green,Very Good,905
392,17580511,Original Georgios Authentic Greek Food,13310 Merilla Street-Pensacola-FL 32507,Perdido Key,Pensacola,216,-87.4218962,30.3199824,Greek,No,No,No,No,10,Dollar($),1,4.7,Dark Green,Excellent,816
393,17580021,Fisherman's Corner,13486 Perdido Key Dr-Pensacola-FL 32507,Perdido Key,Pensacola,216,-87.427707,30.308468,Sandwich- Seafood- Cajun,No,No,No,No,40,Dollar($),3,4.4,Green,Very Good,747
394,16604370,Mad Cowes Cafe,4/17 The Esplanade-Cowes-VIC,Phillip Island,Phillip Island,14,145.237813,-38.448307,Breakfast- Coffee and Tea- Modern Australian,No,No,No,No,20,Dollar($),2,3.7,Yellow,Good,351
395,17582467,Rupes Burgers,302 NE Main St-Blackfoot-ID 83221,Blackfoot,Pocatello,216,-112.3415,43.1903,Burger- Fast Food,No,No,No,No,10,Dollar($),1,3.7,Yellow,Good,104
396,17582668,Texas Roadhouse,560 Bullock Street-Pocatello-ID 83202,Chubbuck,Pocatello,216,-112.461326,42.910518,American- BBQ- Steak,No,No,No,No,45,Dollar($),3,3.5,Yellow,Good,83
397,17582498,Riverwalk Cafe,695 E Main St-Lava Hot Springs-ID 83246,Lava Hot Springs,Pocatello,216,-112.0132,42.62,Asian- Thai,No,No,No,No,10,Dollar($),1,3.6,Yellow,Good,91
398,17582499,Royal Hotel,11 E Main St-Lava Hot Springs-ID 83246,Lava Hot Springs,Pocatello,216,-112.0127,42.6192,Pizza- Bar Food,No,No,No,No,0,Dollar($),1,3.6,Yellow,Good,59
399,17582522,Buddy's Italian Restaurant,626 E Lewis St-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4423,42.8661,Italian- Pizza- Sandwich,No,No,No,No,40,Dollar($),3,3.7,Yellow,Good,222
400,17582524,Butterburrs,917 Yellowstone Avenue-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4516,42.8919,American- Breakfast,No,No,No,No,30,Dollar($),3,3.6,Yellow,Good,121
401,17582527,Chang Garden,1000 Pocatello Creek Rd Ste W2-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.441,42.8928,Chinese,No,No,No,No,10,Dollar($),1,3.5,Yellow,Good,93
402,17582551,Fifth Street Bagelry,559 S 5TH Ave-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4397,42.8631,Coffee and Tea- Sandwich,No,No,No,No,10,Dollar($),1,3.8,Yellow,Good,136
403,17582558,Goody's Deli,905 S 5th Ave-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4365,42.8604,Pizza- Sandwich,No,No,No,No,10,Dollar($),1,3.8,Yellow,Good,160
404,17582560,Grecian Key Restaurant,314 N Main St-Pocatello-ID 83204,Pocatello,Pocatello,216,-112.4524,42.8639,American- Greek,No,No,No,No,25,Dollar($),2,3.7,Yellow,Good,152
405,17582677,Outer Limits Fun Zone,1800 Garrett Way-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.459988,42.878077,Burger- Pizza- Sandwich,No,No,No,No,10,Dollar($),1,3.5,Yellow,Good,57
406,17582670,Portneuf Valley Brewing,615 South 1st Avenue-ID 83201,Pocatello,Pocatello,216,-112.443213,42.860024,American- Pizza,No,No,No,No,25,Dollar($),2,3.7,Yellow,Good,191
407,17582625,Sandpiper Restaurant & Lounge,1400 Bench Rd-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.432,42.9012,American- Seafood- Steak,No,No,No,No,40,Dollar($),3,3.6,Yellow,Good,85
408,17582627,Senor Iguanas,961 Hiline Rd-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4433,42.8942,Mexican,No,No,No,No,0,Dollar($),1,3.6,Yellow,Good,108
409,17582700,Sushi Family,415 Yellowstone Ave-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.452013,42.88245,Asian- Sushi- Vegetarian,No,No,No,No,25,Dollar($),2,3.6,Yellow,Good,132
410,17582664,Taste of India Nepal,330 N Main Street-Pocatello-ID 83204,Pocatello,Pocatello,216,-112.45253,42.863969,Indian- International- Vegetarian,No,No,No,No,25,Dollar($),2,3.8,Yellow,Good,141
411,17582682,Thai Paradise,140 S. Main-Pocatello-ID 83204,Pocatello,Pocatello,216,-112.450106,42.861871,Desserts- Thai,No,No,No,No,25,Dollar($),2,3.7,Yellow,Good,162
412,17582669,The Bridge,815 S 1st Street-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4413856,42.8585987,New American,No,No,No,No,40,Dollar($),3,3.6,Yellow,Good,144
413,18491935,Nosh Mahal,303 E Alameda Road-ID 83201,Pocatello,Pocatello,216,-112.44853,42.891174,Indian- Persian,No,No,No,No,25,Dollar($),2,0,White,Not rated,1
414,17582546,El Herradero,123 Jefferson Ave-Pocatello-ID 83201,Pocatello,Pocatello,216,-112.4419,42.8774,Mexican,No,No,No,No,10,Dollar($),1,4.1,Green,Very Good,365
415,17629582,Barrett Junction Cafe,1020 Barrett Lake Rd-Dulzura-CA 91917,Potrero,Potrero,216,-116.704731,32.613431,American- BBQ- Burger,No,No,No,No,25,Dollar($),2,3.3,Orange,Average,9
416,17211719,Blue Point Grill,258 Nassau St-Princeton-NJ 08542,Princeton,Princeton,216,-74.651139,40.352385,Seafood,No,No,No,No,70,Dollar($),4,4,Green,Very Good,542
417,17144717,Giovanni's Shrimp Truck,56-505 Kamehameha Hwy-Kahuku-HI 96731,Kahuku,Rest of Hawaii,216,-157.948486,21.677078,Seafood,No,No,No,No,25,Dollar($),2,4.5,Dark Green,Excellent,691
418,17143970,Kona Brewing Company,75-5629 Kuakini Highway-Kailua Kona-HI 96740,Kailua Kona,Rest of Hawaii,216,-155.997362,19.642752,American- Pizza- Bar Food,No,No,No,No,35,Dollar($),3,4.7,Dark Green,Excellent,764
419,17142698,Leonard's Bakery,933 Kapahulu Ave-Honolulu-HI 96816,Kaimuki,Rest of Hawaii,216,-157.813432,21.284586,,No,No,No,No,10,Dollar($),1,4.7,Dark Green,Excellent,707
420,17144991,Coconuts Fish Cafe,1279 S Kihei Road-Kihei-HI 96753,Kihei,Rest of Hawaii,216,-156.455284,20.748838,Seafood,No,No,No,No,30,Dollar($),3,4.5,Dark Green,Excellent,487
421,17142519,Kihei Caffe,1945 S Kihei Road-Kihei-HI 96753,Kihei,Rest of Hawaii,216,-156.451847,20.731487,American- Hawaiian,No,No,No,No,10,Dollar($),1,4.5,Dark Green,Excellent,695
422,17145408,Monkeypod Kitchen by Merriman,10 Wailea Gateway Place-Unit B-201 Kihei-Hawaii-HI 96753,Kihei,Rest of Hawaii,216,-156.4309473,20.6883746,Burger,No,No,No,No,40,Dollar($),3,4.2,Green,Very Good,485
423,17143336,Sansei Seafood Restaurant & Sushi Bar,1881 S Kihei Rd-Kihei-HI 96753,Kihei,Rest of Hawaii,216,-156.452556,20.733554,Japanese- Seafood- Sushi,No,No,No,No,40,Dollar($),3,4.2,Green,Very Good,807
424,17145077,Star Noodle,286 Kupuohi St-Lahaina-HI 96761,Lahaina,Rest of Hawaii,216,-156.674835,20.885226,Asian,No,No,No,No,10,Dollar($),1,4.6,Dark Green,Excellent,723
425,17141447,Aloha Mixed Plate,1285 Front St-Lahaina-HI 96761,Lahaina,Rest of Hawaii,216,-156.684967,20.886564,Asian- Breakfast- Hawaiian,No,No,No,No,10,Dollar($),1,4.2,Green,Very Good,874
426,17142096,Gazebo,5315 Lower Honoapiilani Rd-Lahaina-HI 96761,Lahaina,Rest of Hawaii,216,-156.667037,20.992316,Breakfast- Burger,No,No,No,No,25,Dollar($),2,4.4,Green,Very Good,552
427,17142297,Hula Grill,2435 Kaanapali Pkwy-Lahaina-HI 96761,Lahaina,Rest of Hawaii,216,-156.693821,20.921347,Hawaiian- Seafood- Steak,No,No,No,No,40,Dollar($),3,4.3,Green,Very Good,1056
428,17142535,Kimo's,845 Front St-Lahaina-HI 96761,Lahaina,Rest of Hawaii,216,-156.680666,20.876127,Hawaiian- Seafood- Steak,No,No,No,No,40,Dollar($),3,4.3,Green,Very Good,707
429,17142792,Mama's Fish House,799 Poho Pl-Paia-HI 96779,Paia,Rest of Hawaii,216,-156.366445,20.929622,Hawaiian- Seafood,No,No,No,No,70,Dollar($),4,4.9,Dark Green,Excellent,1343
430,17145495,Marukame Udon,2310 Kuhio Avenue-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.825979,21.279476,Japanese,No,No,No,No,10,Dollar($),1,4.9,Dark Green,Excellent,602
431,17143950,Yard House,226 Lewers St-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.8312476,21.2794952,American- Asian- Burger,No,No,No,No,40,Dollar($),3,4.6,Dark Green,Excellent,1078
432,17142747,Lulu's Waikiki,2586 Kalakaua Ave-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.822716,21.271826,American,No,No,No,No,25,Dollar($),2,3.9,Yellow,Good,232
433,17141990,Duke's Waikiki,2335 Kalakaua Ave-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.827196,21.277583,Hawaiian- Seafood- Steak,No,No,No,No,70,Dollar($),4,4.4,Green,Very Good,1492
434,17144732,Eggs 'n Things,343 Saratoga Road-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.831538,21.280663,Breakfast,No,No,No,No,10,Dollar($),1,4,Green,Very Good,535
435,17143282,Roy's,226 Lewers St-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.831176,21.279154,Asian- European- Seafood,No,No,No,No,70,Dollar($),4,4.2,Green,Very Good,531
436,17143705,Wailana Coffee House,1860 Ala Moana Blvd-Honolulu-HI 96815,Waikiki,Rest of Hawaii,216,-157.836031,21.285396,American- Breakfast- Hawaiian,No,No,No,No,25,Dollar($),2,4.2,Green,Very Good,694
437,17615915,The Lady & Sons,102 W Congress St-Savannah-GA 31401,Savannah,Savannah,216,-81.0954,32.0804,Southern,No,No,No,No,40,Dollar($),3,3.3,Orange,Average,1201
438,17616487,Green Truck Pub,2430 Habersham Street-Savannah-GA 31401,Savannah,Savannah,216,-81.096647,32.052858,Burger,No,No,No,No,40,Dollar($),3,4.7,Dark Green,Excellent,906
439,17615924,Leopold's Ice Cream,212 E Broughton Street-Savannah-GA 31401,Savannah,Savannah,216,-81.0894,32.0785,Desserts- Sandwich- Ice Cream,No,No,No,No,10,Dollar($),1,4.6,Dark Green,Excellent,880
440,17615979,Mrs. Wilkes' Dining Room,107 W Jones St-Savannah-GA 31401,Savannah,Savannah,216,-81.0955,32.0727,American- Southern,No,No,No,No,40,Dollar($),3,4.5,Dark Green,Excellent,1014
441,17616266,Zunzi's,108 E York Street-Savannah-GA 31401,Savannah,Savannah,216,-81.0911,32.0775,International- Mediterranean- Sandwich,No,No,No,No,25,Dollar($),2,4.5,Dark Green,Excellent,796
442,17615976,Moon River Brewing Company,21 W Bay St-Savannah-GA 31401,Savannah,Savannah,216,-81.0916,32.0809,American- Bar Food- Sandwich,No,No,No,No,25,Dollar($),2,3.7,Yellow,Good,747
443,17616025,Pirates' House Restaurant,20 E Broad St-Savannah-GA 31401,Savannah,Savannah,216,-81.0844,32.0782,American- Seafood- Steak,No,No,No,No,40,Dollar($),3,3.8,Yellow,Good,566
444,17615597,B. Matthew's Eatery,325 E Bay St-Savannah-GA 31401,Savannah,Savannah,216,-81.0875,32.0798,American- Breakfast,No,No,No,No,25,Dollar($),2,4.1,Green,Very Good,683
445,17615740,Crystal Beer Parlor,301 W Jones St-Savannah-GA 31401,Savannah,Savannah,216,-81.0979,32.0735,American- Bar Food,No,No,No,No,25,Dollar($),2,4.4,Green,Very Good,690
446,17616203,Goose Feathers Cafe and Bakery,39 Barnard St-Savannah-GA 31401,Savannah,Savannah,216,-81.0941,32.0801,Breakfast- Vegetarian,No,No,No,No,10,Dollar($),1,4.2,Green,Very Good,680
447,17616590,Henry's,28 Drayton St-Savannah-GA 31401,Savannah,Savannah,216,-81.0905213,32.0794767,American- Breakfast,No,No,No,No,10,Dollar($),1,4.1,Green,Very Good,287
448,17615855,Huey's On The River,115 E River St-Savannah-GA 31401,Savannah,Savannah,216,-81.0897,32.0812,Breakfast- Cajun,No,No,No,No,40,Dollar($),3,4.1,Green,Very Good,802
449,17616348,J. Christopher's,122 E. Liberty-Savannah-GA 31401,Savannah,Savannah,216,-81.091482,32.074495,Breakfast- Diner- Sandwich,No,No,No,No,25,Dollar($),2,4.3,Green,Very Good,710
450,17616368,Lulu's Chocolate Bar,42 MLK Jr. Blvd-Savannah-GA 31401,Savannah,Savannah,216,-81.097051,32.080742,Coffee and Tea- Desserts,No,No,No,No,10,Dollar($),1,4.3,Green,Very Good,456
451,17616400,Rocks on the River,102 West Bay St.-Savannah-GA 31401,Savannah,Savannah,216,-81.092484,32.081394,Pizza- Seafood- Steak,No,No,No,No,70,Dollar($),4,4,Green,Very Good,687
452,17616076,SOHO South Cafe,12 W Liberty St-Savannah-GA 31401,Savannah,Savannah,216,-81.0939,32.0747,Cafe- Sandwich- Southern,No,No,No,No,25,Dollar($),2,4.3,Green,Very Good,719
453,17616205,The Olde Pink House,23 Abercorn St-Savannah-GA 31401,Savannah,Savannah,216,-81.0897,32.0798,American- Seafood- Southern,No,No,No,No,70,Dollar($),4,4.4,Green,Very Good,1803
454,17616222,Vic's On The River,26 E Bay St-Savannah-GA 31401,Savannah,Savannah,216,-81.0908,32.0809,American,No,No,No,No,70,Dollar($),4,4.1,Green,Very Good,558
455,17616295,The Crab Shack,40 Estill Hammock Rd-Tybee Island-GA 31328,Tybee Island,Savannah,216,-80.865909,32.011689,Seafood,No,No,No,No,40,Dollar($),3,3.8,Yellow,Good,883
456,17616465,Tybee Island Social Club,1311 Butler Ave-Tybee Island-GA 31328,Tybee Island,Savannah,216,-80.848297,31.99581,,No,No,No,No,10,Dollar($),1,3.9,Yellow,Good,309
457,18483372,Sky On 57,10 Bayfront Avenue-57 Marina Bay Sands 018956,Bayfront Avenue-Downtown Core,Singapore,184,103.8600048,1.2826608,Chinese- Continental- Singaporean,No,No,No,No,300,Dollar($),4,3.4,Orange,Average,34
458,18484349,Cut By Wolfgang Puck,2 Bayfront Avenue-B1-71 Marina Bay Sands 018972,Bayfront Subzone-Downtown Core,Singapore,184,103.8594222,1.285476931,American- Steak,No,No,No,No,270,Dollar($),4,4,Green,Very Good,33
459,18496057,Restaurant Andre,41 Bukit Pasoh Road 089855,Cantonment Road-Outram,Singapore,184,103.8403602,1.279419756,French- Mediterranean- European,No,No,No,No,500,Dollar($),4,3.8,Yellow,Good,33
460,18483389,Potato Head Folk,36 Keong Saik Road 089143,Chinatown-Outram,Singapore,184,103.8416688,1.280502991,American,No,No,No,No,80,Dollar($),4,3.1,Orange,Average,34
461,18483222,Jaan,2 Stamford Road-Level 70 Equinox Complex 178882,City Hall-Downtown Core,Singapore,184,103.8536048,1.293220698,French,No,No,No,No,430,Dollar($),4,3.8,Yellow,Good,35
462,18483085,Rhubarb Le Restaurant,3 Duxton Hill-Duxton 089589,Duxton Hill-Outram,Singapore,184,103.8430222,1.27944363,French,No,No,No,No,315,Dollar($),4,3.9,Yellow,Good,33
463,18484423,Al'frank Cookies,12 Haji Lane 189205,Haji Lane-Rochor,Singapore,184,103.859422,1.300404333,Bakery,No,No,No,No,20,Dollar($),2,4.2,Green,Very Good,29
464,18483714,Fratini La Trattoria,10 Greenwood Avenue-Hillcrest Park 289201,Hillcrest-Bukit Timah,Singapore,184,103.8070809,1.331128397,Italian,No,No,No,No,100,Dollar($),4,4.1,Green,Very Good,35
465,18485469,Boufe Boutique Cafe,308 Tanglin Road-Phoenix Park #01-01  247974,Kay Siang Road-Tanglin,Singapore,184,103.8146178,1.29782554,Italian- French- Bakery- Cafe,No,No,No,No,50,Dollar($),3,3.2,Orange,Average,29
466,18479690,The Refinery Singapore,115 King George Avenue-#01-02 Ann Chuan Industrial Building 208561,Lavender-Kallang,Singapore,184,103.8621195,1.310668316,American- Japanese- Singaporean,No,No,No,No,80,Dollar($),4,3.2,Orange,Average,30
467,18483224,Chye Seng Huat Hardware,150 Tyrwhitt Road 207563,Lavender-Kallang,Singapore,184,103.8604162,1.311550709,Cafe,No,No,No,No,40,Dollar($),3,3.7,Yellow,Good,33
468,18493989,Makansutra Gluttons Bay,803 Raffles Avenue-#01-15 Esplanade Mall 039802,Marina Centre-Downtown Core,Singapore,184,103.8558665,1.289761964,Singaporean- Chinese- Seafood- Malay- Indian,No,No,No,No,30,Dollar($),3,3,Orange,Average,25
469,18484464,Colony,7 Raffles Avenue-Ritz-carlton Millenia Singapore 039799,Marina Centre-Downtown Core,Singapore,184,103.859955,1.2905805,Asian- Continental- Seafood,No,No,No,No,220,Dollar($),4,3.8,Yellow,Good,30
470,18483051,Summer Pavilion,The Ritz-Carlton-7 Raffles Avenue- Millenia Singapore- 039799,Marina Centre-Downtown Core,Singapore,184,103.8601766,1.290800881,Chinese- Seafood- Cantonese- Dim Sum,No,No,No,No,300,Dollar($),4,3.9,Yellow,Good,34
471,18482983,The Lokal,136 Neil Road 088865,Neil Road-Outram,Singapore,184,103.840921,1.278373182,Singaporean- Australian- German,No,No,No,No,60,Dollar($),4,3.1,Orange,Average,33
472,18479742,I Am,674 North Bridge Road-#01-01 Haji Lane 188804,North Bridge Road-Rochor,Singapore,184,103.8584296,1.301707168,Western- Fusion- Fast Food,No,No,No,No,60,Dollar($),4,3.2,Orange,Average,32
473,18482938,Super Loco,"The Quayside
60 Roberston Quay #01-13 238252",Robertson Quay-Singapore River,Singapore,184,103.839165,1.290083898,American- Mexican,No,No,No,No,95,Dollar($),4,3.2,Orange,Average,30
474,18483082,Artistry,17 Jalan Pinang 199149,Sungai Pinang-Rochor,Singapore,184,103.8581813,1.303034648,American- Bakery- European- Burger- Fusion,No,No,No,No,50,Dollar($),3,3.8,Yellow,Good,28
475,18483446,Bitters & Love,118 Telok Ayer Street 068587,Telok Ayer Street-Outram,Singapore,184,103.8482541,1.28197,Finger Food,No,No,No,No,40,Dollar($),3,3.9,Yellow,Good,35
476,18483252,Artichoke Cafe,161 Middle Road-Sculpture Square 188978,Victoria-Rochor,Singapore,184,103.8519943,1.299707726,Cafe- Spanish- Turkish- Greek,No,No,No,No,75,Dollar($),4,3.2,Orange,Average,33
